Company_Brand,Sector,Stage,Amount($),HeadQuarter,What_it_does,Year
MY CHIRAAG CAB,travel_and_tourism,Seed,1000000.0,Jaipur,MY CHIRAAG CAB SERVICES PVT LTD,2018
WOTU,automotive_and_transportation,Seed,3530000.0,Bangalore,It operates a business-to-business e-commerce portal for food and beverages.,2018
Flathalt,unknown,Angel,50000.0,Gurugram,FInd your Customized Home here.,2018
True Elements,health_and_wellness,Seed,7300000.0,Pune,True elements offers a range of high-quality snacks and supplements that are inspired by natural foods consumed by our ancestors.,2018
Trendlyne Technologies,finance_and_banking,Seed,200000.0,Bangalore,Trendlyne Technologies is a stock market analytics platform and marketplace for retail investors.,2018
Planys Technologies,manufacturing_and_industrial,Series A,20469200.0,Chennai,Planys Technologies is India’s first and only manufacturer of compact ROVs providing underwater robotic inspection and survey solutions.,2018
HealthPlix,health_and_wellness,Series A,3000000.0,Bangalore,HealthPlix is a healthtech startup,2018
dishq,unknown,Seed,400000.0,Bangalore,dishq leverages food science and machine learning (AI) to understand and predict people's tastes.,2018
Entropik Technology,technology,Seed,1100000.0,Bangalore,The boundaries between Human and Machines are shrinking fast.,2018
myHQ,services_and_support,Series A,500000.0,Delhi,myHQ turns your everyday coffee space into a perfect work zone. Get an amazing work environment without paying any rent.,2018
Trell,unknown,Seed,1250000.0,Bangalore,Trell is a location based network which helps you in exploring amazing experiences and annotating places around you.,2018
Kidovators (by GyanLab),technology,Seed,180000.0,Bangalore,Building future human capital through 21st Century Skills programs for K-12,2018
Log 9 Materials,technology,Seed,4380000.0,Uttar Pradesh,Log 9 Materials is a nano-materials manufacturing and RnD startup,2018
VTION,technology,Seed,2803200.0,Gurugram,VTION is a media technology innovation firm aiming to solve key problems in the media based ecosystem.,2018
HousingMan.com,unknown,Seed,15037999.999999998,Bangalore,"New Apartments, Flats for Sale in Bangalore",2018
Steradian Semiconductors,unknown,Seed,3530000.0,Bangalore,It is a fabless semiconductor company focused on CMOS millimeter wave products for Radar.,2018
RupeeCircle,finance_and_banking,Seed,5840000.0,Mumbai,RupeeCircle is a new age finance company.,2018
Wooden Street,e_commerce,Series A,1000000.0,Jaipur,Woodenstreet.com ensures to fulfill customer’s unique furniture requirements by crafting one-of-a-kind furniture pieces.,2018
The Ken,technology,Series A,1500000.0,Bangalore,The Ken is India’s first subscriptions-only business news site,2018
SaffronStays,unknown,Seed,2000000.0,Mumbai,SaffronStays connects travellers to India's Incredible hosts.,2018
Vebbler,technology,Seed,3530000.0,Bangalore,A personal network for close people,2018
Foyr,real_estate_and_construction,Series A,4200000.0,Pune,"Foyr.com is India's first online, automated interior designer",2018
MEngage,health_and_wellness,Seed,175000.0,Jaipur,MEngage is a mass consumer engagement application for doctors on both android and IOS platforms.,2018
Inner Being Wellness,unknown,Angel,5110000.0,Hyderabad,"Inner Being Wellness manufactures beauty, wellness, and nutrition products.",2018
Kobster,e_commerce,Seed,3530000.0,Chennai,Kobster is a pioneer of B2B eProcurement and an eMarketplace providing Corporates an end-to-end solution for their procure-to-pay cycle.,2018
Wishberry,finance_and_banking,Series A,14600000.0,Mumbai,Wishberry is a rewards-based crowdfunding platform that enables users to raise funds for their creative and innovative ideas.,2018
McXtra,finance_and_banking,Seed,1300000.0,Andheri,McXtra is a digital insurance broking startup.,2018
Magic Crate,social_and_community,Seed,3530000.0,Bangalore,"Magic Crate is a theme based stimulating, fun and learning activity box for 4-8 year olds that is mailed to your doorstep every month.",2018
SmartVizX,technology,Seed,1450000.0,Noida,It is a Virtual Reality Solutions StartUp,2018
MySEODoc,unknown,Seed,3530000.0,Delhi,"SEO, PPC, Search Engine Marketing, Social Media Optimization, Content Marketing, Brand Reputation Management",2018
ENLYFT DIGITAL SOLUTIONS PRIVATE LIMITED,unknown,Seed,29199.999999999996,Pune,Digital Marketing Agency,2018
Scale Labs,unknown,Seed,1000000.0,Delhi,Scale Labs is a cross border e-commerce solutions provider that drives global trade for brands.,2018
HungerBox,b2b_services,Series A,4500000.0,Bangalore,HungerBox is a full stack B2B F&B technology company delivering food solutions for the corporates in India.,2018
Biryani By Kilo,automotive_and_transportation,Seed,1000000.0,Noida,BBK delivers both authentic taste of Hyderabadi and Lucknowi Biryani prepared in individual earthen Handis with the freshest ingredients.,2018
Wholesome Habits (EAT Anytime),automotive_and_transportation,Seed,500000.0,Mumbai,Wholesome Habits (EAT Anytime) is a healthy snacks Company.,2018
GoBumpr,automotive_and_transportation,Seed,600000.0,Mylapore,Car Service and Bike Service Mobile App,2018
Fixpocket,technology,Seed,250000.0,Ahmedabad,Fixpocket is a internet-based startup.,2018
edureka!,technology,Series A,2000000.0,Bangalore,"Edureka is the fastest growing online learning platform that offers live, instructor-led courses for professionals from various industries.",2018
Hashtag Loyalty Private Limited,technology,Seed,3530000.0,Mumbai,Hashtag Loyalty is a customer engagement and marketing automation tool for local businesses.,2018
Wow Express,services_and_support,Series A,4500000.0,Mumbai,"WOW, as customers react to his studiously taught, trained, polite and courteous nature.",2018
ZunRoof,energy_and_environment,Angel,2423600.0,Gurugram,ZunRoof is a rooftop focused solar startup.,2018
Eggoz,automotive_and_transportation,Angel,1752000.0,Indore,Eggoz is a full-stack layer poultry business operator & service provider .,2018
Sqrrl Fintech,technology,Seed,1000000.0,Gurugram,Personal Finance,2018
GalaxyCard,finance_and_banking,Seed,3530000.0,Noida,GalaxyCard is a mobile based Instant credit card.,2018
IndiQube,real_estate_and_construction,Series A,15000000.0,Bangalore,IndiQube is a provider of co-working spaces based in Bengaluru.,2018
EGK Foods,automotive_and_transportation,Seed,2920000.0,Mumbai,A food processing enterprise registered with StartUp India .,2018
NirogStreet,technology,Seed,300000.0,Gurugram,NirogStreet is an Ayurvedic doctor discovery and appointment booking platform where patients can easily find doctors and fix consultation.,2018
Pixr8,technology,Seed,50000.0,Ghaziabad,Pixr8 is a global media platform dedicated to Start-ups and business organisations for promoting entrepreneurship work.,2018
Nivesh.com,finance_and_banking,Seed,4380000.0,Noida,Nivesh.com is a mass market mutual funds investment platform.,2018
Theranosis Life Sciences,technology,Seed,3530000.0,Hyderabad,A fully functioning cell culture facility and molecular biology setup.,2018
Poshmiles Online Solutions Private Limited,travel_and_tourism,Seed,3530000.0,Bangalore,Poshmiles aims to help point travellers to long weekend trips at popular and undiscovered destinations based on budget & interest.,2018
Reculta,education_and_learning,Seed,3530000.0,Noida,A campus recruitment solution provider.,2018
Orbo.ai,technology,Seed,3530000.0,Mumbai,Orbo is a computer vision and deep facial technology company.,2018
Inntot Technologies,technology,Seed,3530000.0,Kochi,"Inntot Technologies, is a technology driven company.",2018
Zoctr Health,technology,Seed,3530000.0,Powai,Zoctr Health Network is a first-of-its kind pan-India Home & Telehealth Company,2018
Hey Deedee,technology,Seed,4818000.0,Mumbai,Hey Deedee is a Mumbai-based company that provides solutions to parcel delivery problems.,2018
DigiConnectt Technologys,technology,Seed,125000.0,Bangalore,A technology company focused on introducing products that will accelerate and enhance sales productivity and effectiveness .,2018
Locus.sh,technology,Series A,4000000.0,Bangalore,Locus is an intelligent logistics automation platform.,2018
Sports Flashes Pvt. Ltd,sports_and_gaming,Seed,1000000.0,Delhi,"Sports Flashes operates a sports content app that provides sports news, live scores, fantasy gaming, expert views, trivia, and more.",2018
Inc42,technology,Seed,3530000.0,Delhi,Inc42 is one of the leading tech media publications of India.,2018
Picxy,technology,Seed,130000.0,Guntur,"A stock photo startup based in Amravati, Andhra Pradesh.",2018
Huddle,services_and_support,Seed,300000.0,Haryana,A coworking incubator Company.,2018
Benepik,services_and_support,Seed,3530000.0,Gurugram,HR Technology start-up.,2018
Cash Suvidha,finance_and_banking,Seed,1000000.0,Delhi,Cash Suvidha is an Digital Lending Platform that provide working capital finance to SMEs and MSMEs in India.,2018
Smartcoin,technology,Seed,2000000.0,Bangalore,Providing financial access to the millions of mobile users in India using alternative credit assessment,2018
Carmel Organics,agriculture_and_food,Series A,3530000.0,Indore,"Carmel Organics is an India-based herb company engaged in sourcing, processing, and distributing herbal tea ingredients.",2018
Roadcast,unknown,Angel,250000.0,Delhi,Transforming the way businesses deliver. Work-force & fleet mobility tools.,2018
Printline Media(ThePrint),technology,Seed,5095400.0,Delhi,A digital news platform.,2018
Creditas Solutions,finance_and_banking,Seed,3530000.0,Gurugram,Creditas was set-up in 2015 with an aim to help Financial Institutions find better ways to reach and interact with their customers.,2018
UrbanPiper,technology,Seed,3530000.0,Bangalore,UrbanPiper offers restaurants and chains with a suite of products to manage and analyze their online presence.,2018
Doxper,health_and_wellness,Seed,10512000.0,Mumbai,Doxper is Health tech startup which has created a digital pen and coded paper system for doctors to record patient information,2018
i2ifunding,finance_and_banking,Angel,7300000.0,Noida,i2ifunding is an online marketplace that connects borrowers looking for personal loans with investors looking for alternative investments.,2018
ShakeDeal,b2b_services,Seed,3530000.0,Bangalore,Home of B2B Commerce,2018
HelloVerify,technology,Seed,3530000.0,Noida,HelloVerify is an online background check platform.,2018
Fasal,agriculture_and_food,Seed,120000.0,Bangalore,Climate Smart Precision Agriculture Platform,2018
CoinGeto,finance_and_banking,Seed,17520000.0,Delhi,CoinGeto is one of India’s most advanced digital assets exchange.,2018
Avail Finance,finance_and_banking,Series A,17200000.0,Bangalore,Avail is a mobile-first platform aiming to financially include the urban mass of India.,2018
Tripeur,technology,Seed,600000.0,Bangalore,Radical Travel Automation - Cloud Based Corporate Travel & Expense Management Software,2018
Wedeterna,social_and_community,Angel,3530000.0,Bangalore,"Wedeterna is a new-age, personalised and fresh approach to arranged marriages, DIY matrimonial community with only self created profiles.",2018
Stumagz,technology,Seed,3530000.0,Hyderabad,Stumagz is about connecting with Stories Stumagz is about collaborating with people Stumagz is about creating a Cult.,2018
Doubtnut,e_commerce,Seed,5110000.0,Gurugram,Gurgaon based E-learning platform.,2018
MCaffeine,technology,Seed,4672000.0,Mumbai,MCaffeine is India's First Caffeine Infuse Personal Care Brand. It's an extension to the hyperactive lifestyle and individualistic identity.,2018
TrustCheckr,technology,Angel,100000.0,Bangalore,A Bengaluru-based fraud analytics solution provider .,2018
HealthAssure,health_and_wellness,Seed,1000000.0,Mumbai,HealthAssure provides access to Discounted & High Quality primary care medical network.,2018
Picture TIme,technology,Seed,36500000.0,Delhi,Operator of low-cost mobile cinema theatres in rural areas.,2018
1Crowd,finance_and_banking,Angel,3500000.0,Mumbai,Equity crowd funding platform focused on connecting investors with a host of extremely promising Indian start-ups and early stage ventures,2018
Aarav Unmanned Systems,services_and_support,Seed,3530000.0,Bangalore,Professional Drones for Enterprise Applications,2018
Wellthy Therapeutics Pvt Ltd,health_and_wellness,Seed,19710000.0,Mumbai,"Wellthy is a digital therapeutics company focused on improving patient health through the intersection of technology, and clinical outcomes.",2018
Nua,technology,Seed,3530000.0,Mumbai,Nua is an e-commerce and feminine care brand platform focused on creating women care products.,2018
Kuvera.in,finance_and_banking,Angel,250000.0,Bangalore,An online platform for mutual fund investments.,2018
Livehealth,health_and_wellness,Seed,1100000.0,Pune,Livehealth is an end-to-end collaborative report management solution. We help you get your medical reports instantly from various health,2018
